"Site.Name","Date","COUNTY","meanlat","meanlong","year","month","PM2.5","Ozone"
"Hattie Avenue",2020-11-12,"Forsyth",36.110693332,-80.2264378,2020,11,31.5,NA
"Hattie Avenue",2020-11-13,"Forsyth",36.110693332,-80.2264378,2020,11,21.5,NA
"Hattie Avenue",2020-11-14,"Forsyth",36.110693332,-80.2264378,2020,11,42.5,NA
"Hattie Avenue",2020-11-15,"Forsyth",36.110693332,-80.2264378,2020,11,28.5,NA
"Hattie Avenue",2020-11-16,"Forsyth",36.110693332,-80.2264378,2020,11,25,NA
"Hattie Avenue",2020-11-17,"Forsyth",36.110693332,-80.2264378,2020,11,30.5,NA
"Hattie Avenue",2020-11-18,"Forsyth",36.110693332,-80.2264378,2020,11,42.5,NA
"Hattie Avenue",2020-11-19,"Forsyth",36.110693332,-80.2264378,2020,11,57.6666666666667,NA
"Hattie Avenue",2020-11-20,"Forsyth",36.110693332,-80.2264378,2020,11,43.5,NA
"Hattie Avenue",2020-11-21,"Forsyth",36.110693332,-80.2264378,2020,11,36.5,NA
"Hattie Avenue",2020-11-22,"Forsyth",36.110693332,-80.2264378,2020,11,44.3333333333333,NA
"Hattie Avenue",2020-11-23,"Forsyth",36.110693332,-80.2264378,2020,11,28.5,NA
"Hattie Avenue",2020-11-24,"Forsyth",36.110693332,-80.2264378,2020,11,17.5,NA
"Hattie Avenue",2020-11-25,"Forsyth",36.110693332,-80.2264378,2020,11,30,NA
"Hattie Avenue",2020-11-26,"Forsyth",36.110693332,-80.2264378,2020,11,40,NA
"Hattie Avenue",2020-11-27,"Forsyth",36.110693332,-80.2264378,2020,11,32,NA
"Hattie Avenue",2020-11-28,"Forsyth",36.110693332,-80.2264378,2020,11,21.6666666666667,NA
"Hattie Avenue",2020-11-29,"Forsyth",36.110693332,-80.2264378,2020,11,31,NA
"Hattie Avenue",2020-11-30,"Forsyth",36.110693332,-80.2264378,2020,11,51,NA
"Hattie Avenue",2020-12-01,"Forsyth",36.110693332,-80.2264378,2020,12,42.6666666666667,NA
"Hattie Avenue",2020-12-02,"Forsyth",36.110693332,-80.2264378,2020,12,15,NA
"Hattie Avenue",2020-12-03,"Forsyth",36.110693332,-80.2264378,2020,12,20.5,NA
"Hattie Avenue",2020-12-04,"Forsyth",36.110693332,-80.2264378,2020,12,17,NA
"Hattie Avenue",2020-12-05,"Forsyth",36.110693332,-80.2264378,2020,12,16,NA
"Hattie Avenue",2020-12-06,"Forsyth",36.110693332,-80.2264378,2020,12,42,NA
"Hattie Avenue",2020-12-07,"Forsyth",36.110693332,-80.2264378,2020,12,46,NA
"Hattie Avenue",2020-12-08,"Forsyth",36.110693332,-80.2264378,2020,12,42.5,NA
"Hattie Avenue",2020-12-09,"Forsyth",36.110693332,-80.2264378,2020,12,35.5,NA
"Hattie Avenue",2020-12-10,"Forsyth",36.110693332,-80.2264378,2020,12,30,NA
"Hattie Avenue",2020-12-11,"Forsyth",36.110693332,-80.2264378,2020,12,33,NA
"Hattie Avenue",2020-12-12,"Forsyth",36.110693332,-80.2264378,2020,12,38,NA
"Hattie Avenue",2020-12-13,"Forsyth",36.110693332,-80.2264378,2020,12,46,NA
"Hattie Avenue",2020-12-14,"Forsyth",36.110693332,-80.2264378,2020,12,31,NA
"Hattie Avenue",2020-12-15,"Forsyth",36.110693332,-80.2264378,2020,12,20.5,NA
"Hattie Avenue",2020-12-16,"Forsyth",36.110693332,-80.2264378,2020,12,28,NA
"Hattie Avenue",2020-12-17,"Forsyth",36.110693332,-80.2264378,2020,12,13.5,NA
"Hattie Avenue",2020-12-18,"Forsyth",36.110693332,-80.2264378,2020,12,18.5,NA
"Hattie Avenue",2020-12-19,"Forsyth",36.110693332,-80.2264378,2020,12,53,NA
"Hattie Avenue",2020-12-20,"Forsyth",36.110693332,-80.2264378,2020,12,45.5,NA
"Hattie Avenue",2020-12-21,"Forsyth",36.110693332,-80.2264378,2020,12,36.5,NA
"Hattie Avenue",2020-12-22,"Forsyth",36.110693332,-80.2264378,2020,12,32.6666666666667,NA
"Hattie Avenue",2020-12-23,"Forsyth",36.110693332,-80.2264378,2020,12,43.5,NA
"Hattie Avenue",2020-12-24,"Forsyth",36.110693332,-80.2264378,2020,12,18.5,NA
"Hattie Avenue",2020-12-25,"Forsyth",36.110693332,-80.2264378,2020,12,36.6666666666667,NA
"Hattie Avenue",2020-12-26,"Forsyth",36.110693332,-80.2264378,2020,12,54,NA
"Hattie Avenue",2020-12-27,"Forsyth",36.110693332,-80.2264378,2020,12,58,NA
"Hattie Avenue",2020-12-28,"Forsyth",36.110693332,-80.2264378,2020,12,32.6666666666667,NA
"Hattie Avenue",2020-12-29,"Forsyth",36.110693332,-80.2264378,2020,12,32,NA
"Hattie Avenue",2020-12-30,"Forsyth",36.110693332,-80.2264378,2020,12,27.5,NA
"Hattie Avenue",2020-12-31,"Forsyth",36.110693332,-80.2264378,2020,12,25.3333333333333,NA
"Leggett",2020-01-01,"Edgecombe",35.988278,-77.5843,2020,1,11,NA
"Leggett",2020-01-02,"Edgecombe",35.988278,-77.5843,2020,1,15,NA
"Leggett",2020-01-03,"Edgecombe",35.988278,-77.5843,2020,1,19,NA
"Leggett",2020-01-04,"Edgecombe",35.988278,-77.5843,2020,1,19.5,NA
"Leggett",2020-01-05,"Edgecombe",35.988278,-77.5843,2020,1,6,NA
"Leggett",2020-01-06,"Edgecombe",35.988278,-77.5843,2020,1,7,NA
"Leggett",2020-01-07,"Edgecombe",35.988278,-77.5843,2020,1,12.5,NA
"Leggett",2020-01-08,"Edgecombe",35.988278,-77.5843,2020,1,30.5,NA
"Leggett",2020-01-09,"Edgecombe",35.988278,-77.5843,2020,1,10.5,NA
"Leggett",2020-01-10,"Edgecombe",35.988278,-77.5843,2020,1,21.5,NA
"Leggett",2020-01-11,"Edgecombe",35.988278,-77.5843,2020,1,22.5,NA
"Leggett",2020-01-12,"Edgecombe",35.988278,-77.5843,2020,1,12.5,NA
"Leggett",2020-01-13,"Edgecombe",35.988278,-77.5843,2020,1,1.5,NA
"Leggett",2020-01-14,"Edgecombe",35.988278,-77.5843,2020,1,15.5,NA
"Leggett",2020-01-15,"Edgecombe",35.988278,-77.5843,2020,1,24,NA
"Leggett",2020-01-16,"Edgecombe",35.988278,-77.5843,2020,1,29.5,NA
"Leggett",2020-01-17,"Edgecombe",35.988278,-77.5843,2020,1,29.5,NA
"Leggett",2020-01-18,"Edgecombe",35.988278,-77.5843,2020,1,26,NA
"Leggett",2020-01-19,"Edgecombe",35.988278,-77.5843,2020,1,22.5,NA
"Leggett",2020-01-20,"Edgecombe",35.988278,-77.5843,2020,1,18.5,NA
"Leggett",2020-01-21,"Edgecombe",35.988278,-77.5843,2020,1,11.5,NA
"Leggett",2020-01-22,"Edgecombe",35.988278,-77.5843,2020,1,22.5,NA
"Leggett",2020-01-23,"Edgecombe",35.988278,-77.5843,2020,1,12,NA
"Leggett",2020-01-24,"Edgecombe",35.988278,-77.5843,2020,1,1.5,NA
"Leggett",2020-01-25,"Edgecombe",35.988278,-77.5843,2020,1,9,NA
"Leggett",2020-01-26,"Edgecombe",35.988278,-77.5843,2020,1,14.5,NA
"Leggett",2020-01-27,"Edgecombe",35.988278,-77.5843,2020,1,22.5,NA
"Leggett",2020-01-28,"Edgecombe",35.988278,-77.5843,2020,1,12.5,NA
"Leggett",2020-01-29,"Edgecombe",35.988278,-77.5843,2020,1,9,NA
"Leggett",2020-01-30,"Edgecombe",35.988278,-77.5843,2020,1,13,35
"Leggett",2020-01-31,"Edgecombe",35.988278,-77.5843,2020,1,12.5,36
"Leggett",2020-02-01,"Edgecombe",35.988278,-77.5843,2020,2,24,38
"Leggett",2020-02-02,"Edgecombe",35.988278,-77.5843,2020,2,26,30
"Leggett",2020-02-03,"Edgecombe",35.988278,-77.5843,2020,2,24.5,32
"Leggett",2020-02-04,"Edgecombe",35.988278,-77.5843,2020,2,28,43
"Leggett",2020-02-05,"Edgecombe",35.988278,-77.5843,2020,2,20,37
"Leggett",2020-02-06,"Edgecombe",35.988278,-77.5843,2020,2,36,39
"Leggett",2020-02-07,"Edgecombe",35.988278,-77.5843,2020,2,32,31
"Leggett",2020-02-08,"Edgecombe",35.988278,-77.5843,2020,2,31.5,40
"Leggett",2020-02-09,"Edgecombe",35.988278,-77.5843,2020,2,17.5,34
"Leggett",2020-02-10,"Edgecombe",35.988278,-77.5843,2020,2,20.5,34
"Leggett",2020-02-11,"Edgecombe",35.988278,-77.5843,2020,2,14,27
"Leggett",2020-02-12,"Edgecombe",35.988278,-77.5843,2020,2,8,25
"Leggett",2020-02-13,"Edgecombe",35.988278,-77.5843,2020,2,11.5,NA
"Leggett",2020-02-14,"Edgecombe",35.988278,-77.5843,2020,2,20,38
"Leggett",2020-02-15,"Edgecombe",35.988278,-77.5843,2020,2,24,44
"Leggett",2020-02-16,"Edgecombe",35.988278,-77.5843,2020,2,19,36
"Leggett",2020-02-17,"Edgecombe",35.988278,-77.5843,2020,2,17.5,27
"Leggett",2020-02-18,"Edgecombe",35.988278,-77.5843,2020,2,6.5,34
"Leggett",2020-02-19,"Edgecombe",35.988278,-77.5843,2020,2,17.5,33
"Leggett",2020-02-20,"Edgecombe",35.988278,-77.5843,2020,2,23,34
"Leggett",2020-02-21,"Edgecombe",35.988278,-77.5843,2020,2,18.5,19
"Leggett",2020-02-22,"Edgecombe",35.988278,-77.5843,2020,2,15,35
"Leggett",2020-02-23,"Edgecombe",35.988278,-77.5843,2020,2,19.5,35
"Leggett",2020-02-24,"Edgecombe",35.988278,-77.5843,2020,2,19,41
"Leggett",2020-02-25,"Edgecombe",35.988278,-77.5843,2020,2,9,43
"Leggett",2020-02-26,"Edgecombe",35.988278,-77.5843,2020,2,13,45
"Leggett",2020-02-27,"Edgecombe",35.988278,-77.5843,2020,2,21,22
"Leggett",2020-02-28,"Edgecombe",35.988278,-77.5843,2020,2,42.5,37
"Leggett",2020-03-01,"Edgecombe",35.988278,-77.5843,2020,3,27.5,29
"Leggett",2020-03-02,"Edgecombe",35.988278,-77.5843,2020,3,4.5,35
"Leggett",2020-03-03,"Edgecombe",35.988278,-77.5843,2020,3,17,36.5
"Leggett",2020-03-04,"Edgecombe",35.988278,-77.5843,2020,3,18,38
"Leggett",2020-03-05,"Edgecombe",35.988278,-77.5843,2020,3,11.5,38.5
"Leggett",2020-03-06,"Edgecombe",35.988278,-77.5843,2020,3,13,37
"Leggett",2020-03-07,"Edgecombe",35.988278,-77.5843,2020,3,12,39
"Leggett",2020-03-08,"Edgecombe",35.988278,-77.5843,2020,3,15,37.5
"Leggett",2020-03-09,"Edgecombe",35.988278,-77.5843,2020,3,21,40
"Leggett",2020-03-10,"Edgecombe",35.988278,-77.5843,2020,3,46,34.5
"Leggett",2020-03-11,"Edgecombe",35.988278,-77.5843,2020,3,39,38
"Leggett",2020-03-12,"Edgecombe",35.988278,-77.5843,2020,3,18.5,38.5
"Leggett",2020-03-13,"Edgecombe",35.988278,-77.5843,2020,3,21.5,46
"Leggett",2020-03-14,"Edgecombe",35.988278,-77.5843,2020,3,20,46.5
"Leggett",2020-03-15,"Edgecombe",35.988278,-77.5843,2020,3,28.5,45
"Leggett",2020-03-16,"Edgecombe",35.988278,-77.5843,2020,3,18,46.5
"Leggett",2020-03-17,"Edgecombe",35.988278,-77.5843,2020,3,26,44.5
"Leggett",2020-03-18,"Edgecombe",35.988278,-77.5843,2020,3,17,43.5
"Leggett",2020-03-19,"Edgecombe",35.988278,-77.5843,2020,3,24.5,42
"Leggett",2020-03-20,"Edgecombe",35.988278,-77.5843,2020,3,16,37.5
"Leggett",2020-03-21,"Edgecombe",35.988278,-77.5843,2020,3,8.5,35
"Leggett",2020-03-22,"Edgecombe",35.988278,-77.5843,2020,3,14.5,43.5
"Leggett",2020-03-23,"Edgecombe",35.988278,-77.5843,2020,3,12.5,46
"Leggett",2020-03-24,"Edgecombe",35.988278,-77.5843,2020,3,18,49
"Leggett",2020-03-25,"Edgecombe",35.988278,-77.5843,2020,3,27,48
"Leggett",2020-03-26,"Edgecombe",35.988278,-77.5843,2020,3,18,43.5
"Leggett",2020-03-27,"Edgecombe",35.988278,-77.5843,2020,3,19,40
"Leggett",2020-03-28,"Edgecombe",35.988278,-77.5843,2020,3,16,48
"Leggett",2020-03-29,"Edgecombe",35.988278,-77.5843,2020,3,33,51.5
"Leggett",2020-03-30,"Edgecombe",35.988278,-77.5843,2020,3,26.5,43
"Leggett",2020-03-31,"Edgecombe",35.988278,-77.5843,2020,3,14,42.5
"Leggett",2020-04-01,"Edgecombe",35.988278,-77.5843,2020,4,25.5,45.5
"Leggett",2020-04-02,"Edgecombe",35.988278,-77.5843,2020,4,25.5,41
"Leggett",2020-04-03,"Edgecombe",35.988278,-77.5843,2020,4,32.5,44
"Leggett",2020-04-04,"Edgecombe",35.988278,-77.5843,2020,4,33,52
"Leggett",2020-04-05,"Edgecombe",35.988278,-77.5843,2020,4,29.5,38
"Leggett",2020-04-06,"Edgecombe",35.988278,-77.5843,2020,4,24.5,46.5
"Leggett",2020-04-07,"Edgecombe",35.988278,-77.5843,2020,4,20,38
"Leggett",2020-04-08,"Edgecombe",35.988278,-77.5843,2020,4,21.5,37
"Leggett",2020-04-09,"Edgecombe",35.988278,-77.5843,2020,4,22,35
"Leggett",2020-04-10,"Edgecombe",35.988278,-77.5843,2020,4,26.5,50
"Leggett",2020-04-11,"Edgecombe",35.988278,-77.5843,2020,4,32.5,48
"Leggett",2020-04-12,"Edgecombe",35.988278,-77.5843,2020,4,32.5,49
"Leggett",2020-04-13,"Edgecombe",35.988278,-77.5843,2020,4,25,40.5
"Leggett",2020-04-14,"Edgecombe",35.988278,-77.5843,2020,4,27,37.5
"Leggett",2020-04-15,"Edgecombe",35.988278,-77.5843,2020,4,20,41.5
"Leggett",2020-04-16,"Edgecombe",35.988278,-77.5843,2020,4,12.5,41
"Leggett",2020-04-17,"Edgecombe",35.988278,-77.5843,2020,4,22.5,51.5
"Leggett",2020-04-18,"Edgecombe",35.988278,-77.5843,2020,4,33.5,56
"Leggett",2020-04-19,"Edgecombe",35.988278,-77.5843,2020,4,24.5,42
"Leggett",2020-04-20,"Edgecombe",35.988278,-77.5843,2020,4,14,39
"Leggett",2020-04-21,"Edgecombe",35.988278,-77.5843,2020,4,14,47
"Leggett",2020-04-22,"Edgecombe",35.988278,-77.5843,2020,4,13.5,48
"Leggett",2020-04-23,"Edgecombe",35.988278,-77.5843,2020,4,20,52
"Leggett",2020-04-24,"Edgecombe",35.988278,-77.5843,2020,4,26,46.5
"Leggett",2020-04-25,"Edgecombe",35.988278,-77.5843,2020,4,43,52.5
"Leggett",2020-04-26,"Edgecombe",35.988278,-77.5843,2020,4,29,41
"Leggett",2020-04-27,"Edgecombe",35.988278,-77.5843,2020,4,25.5,49
"Leggett",2020-04-28,"Edgecombe",35.988278,-77.5843,2020,4,40,53
"Leggett",2020-04-29,"Edgecombe",35.988278,-77.5843,2020,4,23.5,33
"Leggett",2020-04-30,"Edgecombe",35.988278,-77.5843,2020,4,28,49.5
"Leggett",2020-05-01,"Edgecombe",35.988278,-77.5843,2020,5,32,60.5
"Leggett",2020-05-02,"Edgecombe",35.988278,-77.5843,2020,5,38.5,59
"Leggett",2020-05-03,"Edgecombe",35.988278,-77.5843,2020,5,29.5,46
"Leggett",2020-05-04,"Edgecombe",35.988278,-77.5843,2020,5,27,43.5
"Leggett",2020-05-05,"Edgecombe",35.988278,-77.5843,2020,5,26,37
"Leggett",2020-05-06,"Edgecombe",35.988278,-77.5843,2020,5,18.5,34
"Leggett",2020-05-07,"Edgecombe",35.988278,-77.5843,2020,5,33,40
"Leggett",2020-05-08,"Edgecombe",35.988278,-77.5843,2020,5,19.5,42.5
"Leggett",2020-05-09,"Edgecombe",35.988278,-77.5843,2020,5,15,35.5
"Leggett",2020-05-10,"Edgecombe",35.988278,-77.5843,2020,5,30,55
"Leggett",2020-05-11,"Edgecombe",35.988278,-77.5843,2020,5,37.5,54
"Leggett",2020-05-12,"Edgecombe",35.988278,-77.5843,2020,5,37.5,57.5
"Leggett",2020-05-13,"Edgecombe",35.988278,-77.5843,2020,5,38,24
"Leggett",2020-05-14,"Edgecombe",35.988278,-77.5843,2020,5,31.5,36
"Leggett",2020-05-15,"Edgecombe",35.988278,-77.5843,2020,5,21.5,35
"Leggett",2020-05-16,"Edgecombe",35.988278,-77.5843,2020,5,27.5,38.5
"Leggett",2020-05-17,"Edgecombe",35.988278,-77.5843,2020,5,29,54
"Leggett",2020-05-18,"Edgecombe",35.988278,-77.5843,2020,5,31.5,44
"Leggett",2020-05-19,"Edgecombe",35.988278,-77.5843,2020,5,31,39
"Leggett",2020-05-20,"Edgecombe",35.988278,-77.5843,2020,5,33.5,44
"Leggett",2020-05-21,"Edgecombe",35.988278,-77.5843,2020,5,35.5,44.5
"Leggett",2020-05-22,"Edgecombe",35.988278,-77.5843,2020,5,28,38.5
"Leggett",2020-05-23,"Edgecombe",35.988278,-77.5843,2020,5,36,39.5
"Leggett",2020-05-24,"Edgecombe",35.988278,-77.5843,2020,5,40.5,44.5
"Leggett",2020-05-25,"Edgecombe",35.988278,-77.5843,2020,5,34.5,53
"Leggett",2020-05-26,"Edgecombe",35.988278,-77.5843,2020,5,35,34.5
"Leggett",2020-05-27,"Edgecombe",35.988278,-77.5843,2020,5,20,34
"Leggett",2020-05-28,"Edgecombe",35.988278,-77.5843,2020,5,11,34
"Leggett",2020-05-29,"Edgecombe",35.988278,-77.5843,2020,5,12,34.5
"Leggett",2020-05-30,"Edgecombe",35.988278,-77.5843,2020,5,20,44.5
"Leggett",2020-05-31,"Edgecombe",35.988278,-77.5843,2020,5,26,33.5
"Leggett",2020-06-01,"Edgecombe",35.988278,-77.5843,2020,6,30,54
"Leggett",2020-06-02,"Edgecombe",35.988278,-77.5843,2020,6,33,53.5
"Leggett",2020-06-03,"Edgecombe",35.988278,-77.5843,2020,6,33.5,41.5
"Leggett",2020-06-04,"Edgecombe",35.988278,-77.5843,2020,6,25.5,54
"Leggett",2020-06-05,"Edgecombe",35.988278,-77.5843,2020,6,46,47
"Leggett",2020-06-06,"Edgecombe",35.988278,-77.5843,2020,6,47.5,53
"Leggett",2020-06-07,"Edgecombe",35.988278,-77.5843,2020,6,43,37
"Leggett",2020-06-08,"Edgecombe",35.988278,-77.5843,2020,6,40,44.5
"Leggett",2020-06-09,"Edgecombe",35.988278,-77.5843,2020,6,28,34.5
"Leggett",2020-06-10,"Edgecombe",35.988278,-77.5843,2020,6,28.5,35.5
"Leggett",2020-06-11,"Edgecombe",35.988278,-77.5843,2020,6,26,36.5
"Leggett",2020-06-12,"Edgecombe",35.988278,-77.5843,2020,6,22,33.5
"Leggett",2020-06-13,"Edgecombe",35.988278,-77.5843,2020,6,25,39
"Leggett",2020-06-14,"Edgecombe",35.988278,-77.5843,2020,6,30.5,39
"Leggett",2020-06-15,"Edgecombe",35.988278,-77.5843,2020,6,34.5,52.5
"Leggett",2020-06-16,"Edgecombe",35.988278,-77.5843,2020,6,43,52
"Leggett",2020-06-17,"Edgecombe",35.988278,-77.5843,2020,6,43.5,44
"Leggett",2020-06-18,"Edgecombe",35.988278,-77.5843,2020,6,42,36.5
"Leggett",2020-06-19,"Edgecombe",35.988278,-77.5843,2020,6,42.5,27
"Leggett",2020-06-20,"Edgecombe",35.988278,-77.5843,2020,6,37,43
"Leggett",2020-06-21,"Edgecombe",35.988278,-77.5843,2020,6,33.5,42
"Leggett",2020-06-22,"Edgecombe",35.988278,-77.5843,2020,6,43.5,38.5
"Leggett",2020-06-23,"Edgecombe",35.988278,-77.5843,2020,6,42,41
"Leggett",2020-06-24,"Edgecombe",35.988278,-77.5843,2020,6,50,44
"Leggett",2020-06-25,"Edgecombe",35.988278,-77.5843,2020,6,35,38
"Leggett",2020-06-26,"Edgecombe",35.988278,-77.5843,2020,6,34.5,42
"Leggett",2020-06-27,"Edgecombe",35.988278,-77.5843,2020,6,41,48.5
"Leggett",2020-06-28,"Edgecombe",35.988278,-77.5843,2020,6,47.5,56.5
"Leggett",2020-06-29,"Edgecombe",35.988278,-77.5843,2020,6,46.5,58.5
"Leggett",2020-06-30,"Edgecombe",35.988278,-77.5843,2020,6,52,47.5
"Leggett",2020-07-01,"Edgecombe",35.988278,-77.5843,2020,7,35.5,43
"Leggett",2020-07-02,"Edgecombe",35.988278,-77.5843,2020,7,43.5,53
"Leggett",2020-07-03,"Edgecombe",35.988278,-77.5843,2020,7,45.5,45.5
"Leggett",2020-07-04,"Edgecombe",35.988278,-77.5843,2020,7,38,37
"Leggett",2020-07-05,"Edgecombe",35.988278,-77.5843,2020,7,24.5,33.5
"Leggett",2020-07-06,"Edgecombe",35.988278,-77.5843,2020,7,47,39
"Leggett",2020-07-07,"Edgecombe",35.988278,-77.5843,2020,7,41,30.5
"Leggett",2020-07-08,"Edgecombe",35.988278,-77.5843,2020,7,36,33
"Leggett",2020-07-09,"Edgecombe",35.988278,-77.5843,2020,7,27,39
"Leggett",2020-07-10,"Edgecombe",35.988278,-77.5843,2020,7,42.5,59.5
"Leggett",2020-07-11,"Edgecombe",35.988278,-77.5843,2020,7,45.5,51
"Leggett",2020-07-12,"Edgecombe",35.988278,-77.5843,2020,7,37.5,43.5
"Leggett",2020-07-13,"Edgecombe",35.988278,-77.5843,2020,7,47.5,44
"Leggett",2020-07-14,"Edgecombe",35.988278,-77.5843,2020,7,34.5,41
"Leggett",2020-07-15,"Edgecombe",35.988278,-77.5843,2020,7,43.5,46.5
"Leggett",2020-07-16,"Edgecombe",35.988278,-77.5843,2020,7,53,46
"Leggett",2020-07-17,"Edgecombe",35.988278,-77.5843,2020,7,52.5,43.5
"Leggett",2020-07-18,"Edgecombe",35.988278,-77.5843,2020,7,37,41.5
"Leggett",2020-07-19,"Edgecombe",35.988278,-77.5843,2020,7,38,50
"Leggett",2020-07-20,"Edgecombe",35.988278,-77.5843,2020,7,41.5,44.5
"Leggett",2020-07-21,"Edgecombe",35.988278,-77.5843,2020,7,28.5,31.5
"Leggett",2020-07-22,"Edgecombe",35.988278,-77.5843,2020,7,29,39.5
"Leggett",2020-07-23,"Edgecombe",35.988278,-77.5843,2020,7,25,33
"Leggett",2020-07-24,"Edgecombe",35.988278,-77.5843,2020,7,19,33
"Leggett",2020-07-25,"Edgecombe",35.988278,-77.5843,2020,7,26.5,40.5
"Leggett",2020-07-26,"Edgecombe",35.988278,-77.5843,2020,7,35.5,43.5
"Leggett",2020-07-27,"Edgecombe",35.988278,-77.5843,2020,7,38,39
"Leggett",2020-07-28,"Edgecombe",35.988278,-77.5843,2020,7,37.5,43
"Leggett",2020-07-29,"Edgecombe",35.988278,-77.5843,2020,7,49,42.5
"Leggett",2020-07-30,"Edgecombe",35.988278,-77.5843,2020,7,35,36.5
"Leggett",2020-07-31,"Edgecombe",35.988278,-77.5843,2020,7,39,35.5
"Leggett",2020-08-01,"Edgecombe",35.988278,-77.5843,2020,8,33.5,33
"Leggett",2020-08-02,"Edgecombe",35.988278,-77.5843,2020,8,27,23.5
"Leggett",2020-08-03,"Edgecombe",35.988278,-77.5843,2020,8,17,23.5
"Leggett",2020-08-04,"Edgecombe",35.988278,-77.5843,2020,8,33,34
"Leggett",2020-08-05,"Edgecombe",35.988278,-77.5843,2020,8,21,28.5
"Leggett",2020-08-06,"Edgecombe",35.988278,-77.5843,2020,8,34.5,33.5
"Leggett",2020-08-07,"Edgecombe",35.988278,-77.5843,2020,8,44.5,42
"Leggett",2020-08-08,"Edgecombe",35.988278,-77.5843,2020,8,34,44
"Leggett",2020-08-09,"Edgecombe",35.988278,-77.5843,2020,8,36.5,43
"Leggett",2020-08-10,"Edgecombe",35.988278,-77.5843,2020,8,43.5,43
"Leggett",2020-08-11,"Edgecombe",35.988278,-77.5843,2020,8,35,41.5
"Leggett",2020-08-12,"Edgecombe",35.988278,-77.5843,2020,8,32,38.5
"Leggett",2020-08-13,"Edgecombe",35.988278,-77.5843,2020,8,28,38.5
"Leggett",2020-08-14,"Edgecombe",35.988278,-77.5843,2020,8,35,37.5
"Leggett",2020-08-15,"Edgecombe",35.988278,-77.5843,2020,8,28,42
"Leggett",2020-08-16,"Edgecombe",35.988278,-77.5843,2020,8,37.5,37
"Leggett",2020-08-17,"Edgecombe",35.988278,-77.5843,2020,8,39.5,31
"Leggett",2020-08-18,"Edgecombe",35.988278,-77.5843,2020,8,27,30
"Leggett",2020-08-19,"Edgecombe",35.988278,-77.5843,2020,8,32,32
"Leggett",2020-08-20,"Edgecombe",35.988278,-77.5843,2020,8,34.5,36
"Leggett",2020-08-21,"Edgecombe",35.988278,-77.5843,2020,8,36.5,32
"Leggett",2020-08-22,"Edgecombe",35.988278,-77.5843,2020,8,30,39.5
"Leggett",2020-08-23,"Edgecombe",35.988278,-77.5843,2020,8,38.5,35.5
"Leggett",2020-08-24,"Edgecombe",35.988278,-77.5843,2020,8,24,28.5
"Leggett",2020-08-25,"Edgecombe",35.988278,-77.5843,2020,8,22,30.5
"Leggett",2020-08-26,"Edgecombe",35.988278,-77.5843,2020,8,27.5,31
"Leggett",2020-08-27,"Edgecombe",35.988278,-77.5843,2020,8,37.5,34
"Leggett",2020-08-28,"Edgecombe",35.988278,-77.5843,2020,8,38,32.5
"Leggett",2020-08-29,"Edgecombe",35.988278,-77.5843,2020,8,24.5,36
"Leggett",2020-08-30,"Edgecombe",35.988278,-77.5843,2020,8,34.5,47
"Leggett",2020-08-31,"Edgecombe",35.988278,-77.5843,2020,8,33.5,40.5
"Leggett",2020-09-01,"Edgecombe",35.988278,-77.5843,2020,9,28,34
"Leggett",2020-09-02,"Edgecombe",35.988278,-77.5843,2020,9,23.5,26.5
"Leggett",2020-09-03,"Edgecombe",35.988278,-77.5843,2020,9,23,28.5
"Leggett",2020-09-04,"Edgecombe",35.988278,-77.5843,2020,9,34,31
"Leggett",2020-09-05,"Edgecombe",35.988278,-77.5843,2020,9,27,30
"Leggett",2020-09-06,"Edgecombe",35.988278,-77.5843,2020,9,24,33
"Leggett",2020-09-07,"Edgecombe",35.988278,-77.5843,2020,9,32,39.5
"Leggett",2020-09-08,"Edgecombe",35.988278,-77.5843,2020,9,45,34.5
"Leggett",2020-09-09,"Edgecombe",35.988278,-77.5843,2020,9,34.5,26.5
"Leggett",2020-09-10,"Edgecombe",35.988278,-77.5843,2020,9,22.5,26.5
"Leggett",2020-09-11,"Edgecombe",35.988278,-77.5843,2020,9,34,35
"Leggett",2020-09-12,"Edgecombe",35.988278,-77.5843,2020,9,56,47
"Leggett",2020-09-13,"Edgecombe",35.988278,-77.5843,2020,9,29,31
"Leggett",2020-09-14,"Edgecombe",35.988278,-77.5843,2020,9,25,29
"Leggett",2020-09-15,"Edgecombe",35.988278,-77.5843,2020,9,18,25
"Leggett",2020-09-16,"Edgecombe",35.988278,-77.5843,2020,9,27,32
"Leggett",2020-09-17,"Edgecombe",35.988278,-77.5843,2020,9,24,36
"Leggett",2020-09-18,"Edgecombe",35.988278,-77.5843,2020,9,17,31
"Leggett",2020-09-19,"Edgecombe",35.988278,-77.5843,2020,9,18,34
"Leggett",2020-09-20,"Edgecombe",35.988278,-77.5843,2020,9,14,32
"Leggett",2020-09-21,"Edgecombe",35.988278,-77.5843,2020,9,25,36
"Leggett",2020-09-22,"Edgecombe",35.988278,-77.5843,2020,9,42,39.5
"Leggett",2020-09-23,"Edgecombe",35.988278,-77.5843,2020,9,36,34.5
"Leggett",2020-09-24,"Edgecombe",35.988278,-77.5843,2020,9,26.5,30.5
"Leggett",2020-09-25,"Edgecombe",35.988278,-77.5843,2020,9,22.5,36
"Leggett",2020-09-26,"Edgecombe",35.988278,-77.5843,2020,9,35,41.5
